NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TFB2M	1	ENSG00000162851	
ELMOD1	1	ENSG00000110675	
GALNT1	1	ENSG00000141429	
ELOVL7	1	ENSG00000164181	
ILF3	1	ENSG00000129351	
HYKK	1	ENSG00000188266	
HEG1	1	ENSG00000173706	
PNPLA4	1	ENSG00000006757	
EBF3	1	ENSG00000108001	
KIAA1549	1	ENSG00000122778	
SMN1	1	ENSG00000172062	
ENSG00000282936	1	ENSG00000282936	
FZR1	1	ENSG00000105325	
RPL13AP26	1	ENSG00000250318	
SLC22A11	1	ENSG00000168065	
ABCA5	1	ENSG00000154265	
CCNY	1	ENSG00000108100	
C11orf68	1	ENSG00000175573	
ABITRAM	1	ENSG00000119328	
FBXO5	1	ENSG00000112029	
SSBP2	1	ENSG00000145687	
ZNF83	1	ENSG00000167766	
HOOK1	1	ENSG00000134709	
CKAP2	1	ENSG00000136108	
GDPD3	1	ENSG00000102886	
SDF2L1	1	ENSG00000128228	
KCNQ5	1	ENSG00000185760	
PRKCE	1	ENSG00000171132	
RPS6KL1	1	ENSG00000198208	
GAS8	1	ENSG00000141013	
FKBPL	1	ENSG00000204315	
EPHA7	1	ENSG00000135333	
MXRA5	1	ENSG00000101825	
COL16A1	1	ENSG00000084636	
ACAN	1	ENSG00000157766	
CHODL	1	ENSG00000154645	
UBE2F-SCLY	1	ENSG00000258984	
TMEM223	1	ENSG00000168569	
SLC26A6	1	ENSG00000225697	
CATSPER2	1	ENSG00000166762	
TNRC6C	1	ENSG00000078687	
PGAM1P8	1	ENSG00000255200	
PLAC8L1	1	ENSG00000173261	
ANKRD18A	1	ENSG00000180071	
INPP1	1	ENSG00000151689	
ATP23	1	ENSG00000166896	
PHF13	1	ENSG00000116273	
HOXA1	1	ENSG00000105991	
CHAC2	1	ENSG00000143942	
CIDEB	1	ENSG00000136305	
RHOD	1	ENSG00000173156	
ULBP1	1	ENSG00000111981	
C16orf74	1	ENSG00000154102	
TMEM63C	1	ENSG00000165548	
RPL10P13	1	ENSG00000258245	
ARFRP1	1	ENSG00000101246	
SLC26A11	1	ENSG00000181045	
GRHL3	1	ENSG00000158055	
GABARAPL1	1	ENSG00000139112	
THAP2	1	ENSG00000173451	
MALSU1	1	ENSG00000156928	
TAB3	1	ENSG00000157625	
PEX6	1	ENSG00000124587	
WNT10A	1	ENSG00000135925	
ZNF592	1	ENSG00000166716	
CEMIP	1	ENSG00000103888	
ZNF529	1	ENSG00000186020	
ZNF438	1	ENSG00000183621	
OR51E2	1	ENSG00000167332	
KLHDC1	1	ENSG00000197776	
KDM3B	1	ENSG00000120733	
RPL36AP8	1	ENSG00000231409	
CD86	1	ENSG00000114013	
COL5A1	1	ENSG00000130635	
AGT	1	ENSG00000135744	
KLF2	1	ENSG00000127528	
STAR	1	ENSG00000147465	
BICDL1	1	ENSG00000135127	
MYBL2	1	ENSG00000101057	
PMEPA1	1	ENSG00000124225	
NOP56	1	ENSG00000101361	
CTDSP2	1	ENSG00000175215	
MAFF	1	ENSG00000185022	
SH3BGRL2	1	ENSG00000198478	
BCR	1	ENSG00000186716	
LEPROT	1	ENSG00000213625	
HARBI1	1	ENSG00000180423	
KPNA6	1	ENSG00000025800	
ZCCHC3	1	ENSG00000247315	
INVS	1	ENSG00000119509	
ARHGAP5	1	ENSG00000100852	
ZNF286A	1	ENSG00000187607	
HIF1AN	1	ENSG00000166135	
NAPA	1	ENSG00000105402	
TMEM241	1	ENSG00000134490	
PPHLN1	1	ENSG00000134283	
TERF2IP	1	ENSG00000166848	
KDM1A	1	ENSG00000004487	
PRRG4	1	ENSG00000135378	
NT5C2	1	ENSG00000076685	
DROSHA	1	ENSG00000113360	
RNF38	1	ENSG00000137075	
YWHAE	1	ENSG00000108953	
GDF5	1	ENSG00000125965	
SRGAP2C	1	ENSG00000171943	
RBM23	1	ENSG00000100461	
CCDC77	1	ENSG00000120647	
UBE2Q1	1	ENSG00000160714	
MED27	1	ENSG00000160563	
MOCOS	1	ENSG00000075643	
N4BP1	1	ENSG00000102921	
C11orf54	1	ENSG00000182919	
NPAT	1	ENSG00000149308	
MAP2	1	ENSG00000078018	
CDK12	1	ENSG00000167258	
ZSCAN32	1	ENSG00000140987	
WEE1	1	ENSG00000166483	
RPL23	1	ENSG00000125691	
GAB1	1	ENSG00000109458	
ZDHHC13	1	ENSG00000177054	
THUMPD1	1	ENSG00000066654	
NUP160	1	ENSG00000030066	
PSMD14	1	ENSG00000115233	
ACVR2B	1	ENSG00000114739	
SYTL4	1	ENSG00000102362	
HAUS1	1	ENSG00000152240	
COPS6	1	ENSG00000168090	
CNOT2	1	ENSG00000111596	
LITAF	1	ENSG00000189067	
PIP4K2A	1	ENSG00000150867	
CACYBP	1	ENSG00000116161	
PDGFC	1	ENSG00000145431	
SART1	1	ENSG00000175467	
THRB	1	ENSG00000151090	
ITGB3BP	1	ENSG00000142856	
ZRANB2	1	ENSG00000132485	
LYPLAL1	1	ENSG00000143353	
ERN1	1	ENSG00000178607	
ZBTB25	1	ENSG00000089775	
ARHGAP29	1	ENSG00000137962	
MRI1	1	ENSG00000037757	
BABAM2	1	ENSG00000158019	
RPL23A	1	ENSG00000198242	
ATP5MC3	1	ENSG00000154518	
TSTD1	1	ENSG00000215845	
ARFGAP3	1	ENSG00000242247	
CTBP2	1	ENSG00000175029	
EIF1	1	ENSG00000173812	
IL11RA	1	ENSG00000137070	
ACIN1	1	ENSG00000100813	
RORA	1	ENSG00000069667	
CEMIP2	1	ENSG00000135048	
ARAP2	1	ENSG00000047365	
CASP10	1	ENSG00000003400	
FOCAD	1	ENSG00000188352	
COX6B2	1	ENSG00000160471	
MRPL14	1	ENSG00000180992	
TRAF5	1	ENSG00000082512	
PWP1	1	ENSG00000136045	
MSX1	1	ENSG00000163132	
STIMATE	1	ENSG00000213533	
AKAP3	1	ENSG00000111254	
RPL7P1	1	ENSG00000214485	
ACY1	1	ENSG00000243989	
SVIL-AS1	1	ENSG00000224597	
CD302	1	ENSG00000241399	
LRRC19	1	ENSG00000184434	
RING1	1	ENSG00000204227	
WDR48	1	ENSG00000114742	
EEF1A1P6	1	ENSG00000233476	
NSUN6	1	ENSG00000241058	
DNAH17	1	ENSG00000187775	
HDAC6	1	ENSG00000094631	
MZT2B	1	ENSG00000152082	
SPR	1	ENSG00000116096	
PEX7	1	ENSG00000112357	
DDX4	1	ENSG00000152670	
ELOCP33	1	ENSG00000271278	
RBM15B	1	ENSG00000259956	
ANP32B	1	ENSG00000136938	
ATP9B	1	ENSG00000166377	
SERPINF1	1	ENSG00000132386	
TRIM47	1	ENSG00000132481	
ZNF486	1	ENSG00000256229	
PGM1	1	ENSG00000079739	
ITGA1	1	ENSG00000213949	
POLR1F	1	ENSG00000105849	
UBQLN4	1	ENSG00000160803	
IRX3	1	ENSG00000177508	
SELENOH	1	ENSG00000211450	
OSBPL8	1	ENSG00000091039	
TRIM38	1	ENSG00000112343	
TP63	1	ENSG00000073282	
SETDB2	1	ENSG00000136169	
PSPC1	1	ENSG00000121390	
USP39	1	ENSG00000168883	
NDUFAF4	1	ENSG00000123545	
ATP5PB	1	ENSG00000116459	
PHLPP2	1	ENSG00000040199	
GTF2A1	1	ENSG00000165417	
TIMM29	1	ENSG00000142444	
ARL4C	1	ENSG00000188042	
PNRC2	1	ENSG00000189266	
CHD1	1	ENSG00000153922	
GRAMD4	1	ENSG00000075240	
GABPB2	1	ENSG00000143458	
DRG1	1	ENSG00000185721	
CHTOP	1	ENSG00000160679	
RPL17-C18orf32	1	ENSG00000215472	
TMEM70	1	ENSG00000175606	
WAC	1	ENSG00000095787	
RASA2	1	ENSG00000155903	
GCLM	1	ENSG00000023909	
ZBTB11	1	ENSG00000066422	
ZNF580	1	ENSG00000213015	
DDIT4	1	ENSG00000168209	
MED24	1	ENSG00000008838	
CDK9	1	ENSG00000136807	
DGCR8	1	ENSG00000128191	
CACNB4	1	ENSG00000182389	
SELENOK	1	ENSG00000113811	
SPRTN	1	ENSG00000010072	
STK17B	1	ENSG00000081320	
RGS7	1	ENSG00000182901	
NAP1L4	1	ENSG00000205531	
SDHD	1	ENSG00000204370	
EIF3M	1	ENSG00000149100	
SYNPO	1	ENSG00000171992	
OGA	1	ENSG00000198408	
SLC6A15	1	ENSG00000072041	
YIPF5	1	ENSG00000145817	
DOCK1	1	ENSG00000150760	
MORN1	1	ENSG00000116151	
SLC20A1	1	ENSG00000144136	
MTFP1	1	ENSG00000242114	
SMIM19	1	ENSG00000176209	
MRPS23	1	ENSG00000181610	
FOXQ1	1	ENSG00000164379	
HJURP	1	ENSG00000123485	
NBEAL1	1	ENSG00000144426	
LSM12	1	ENSG00000161654	
MAPK10	1	ENSG00000109339	
RHOC	1	ENSG00000155366	
AKR7A2	1	ENSG00000053371	
BIVM	1	ENSG00000134897	
ZNF7	1	ENSG00000147789	
PISD	1	ENSG00000241878	
NFS1	1	ENSG00000244005	
UTP6	1	ENSG00000108651	
SCP2	1	ENSG00000116171	
MMADHC	1	ENSG00000168288	
SPRED2	1	ENSG00000198369	
SREK1IP1	1	ENSG00000153006	
GTF3C2	1	ENSG00000115207	
ZNF217	1	ENSG00000171940	
AIPL1	1	ENSG00000129221	
TEAD1	1	ENSG00000187079	
RPS26P19	1	ENSG00000244563	
CCDC25	1	ENSG00000147419	
ARID1B	1	ENSG00000049618	
HSDL2	1	ENSG00000119471	
KAT7	1	ENSG00000136504	
FOSL2	1	ENSG00000075426	
ITGA2	1	ENSG00000164171	
PFN1	1	ENSG00000108518	
LRRC37BP1	1	ENSG00000250462	
CFD	1	ENSG00000197766	
MTG1	1	ENSG00000148824	
OFCC1	1	ENSG00000181355	
HOXA7	1	ENSG00000122592	
TOE1	1	ENSG00000132773	
VWA1	1	ENSG00000179403	
TPRKBP2	1	ENSG00000260452	
CSF2	1	ENSG00000164400	
SLC22A23	1	ENSG00000137266	
ATG4B	1	ENSG00000168397	
DMRT2	1	ENSG00000173253	
TRIM21	1	ENSG00000132109	
TUT4	1	ENSG00000134744	
ARID5B	1	ENSG00000150347	
ILRUN	1	ENSG00000196821	
HP1BP3	1	ENSG00000127483	
USPL1	1	ENSG00000132952	
ZBED4	1	ENSG00000100426	
XRCC5	1	ENSG00000079246	
PIAS4	1	ENSG00000105229	
FBXO11	1	ENSG00000138081	
PITPNM3	1	ENSG00000091622	
PLD2	1	ENSG00000129219	
RNF169	1	ENSG00000166439	
TMEM129	1	ENSG00000168936	
DMXL2	1	ENSG00000104093	
NUDT6	1	ENSG00000170917	
OR5A2	1	ENSG00000172324	
RPP40	1	ENSG00000124787	
EPOP	1	ENSG00000273604	
GTPBP2	1	ENSG00000172432	
MTFR1	1	ENSG00000066855	
MYL2	1	ENSG00000111245	
PTGR3	1	ENSG00000180011	
PHF19	1	ENSG00000119403	
NPHS1	1	ENSG00000161270	
S100P	1	ENSG00000163993	
ARHGAP19	1	ENSG00000213390	
SMIM10L1	1	ENSG00000256537	
TOX2	1	ENSG00000124191	
FBXW11	1	ENSG00000072803	
NBEAP2	1	ENSG00000197927	
WDR25	1	ENSG00000176473	
N6AMT1	1	ENSG00000156239	
ZDHHC18	1	ENSG00000204160	
CFAP70	1	ENSG00000156042	
C2orf42	1	ENSG00000115998	
TMEM150A	1	ENSG00000168890	
BMP2	1	ENSG00000125845	
CCDC192	1	ENSG00000230561	
H2AC16	1	ENSG00000276903	
RPL7AP39	1	ENSG00000213385	
DTX4	1	ENSG00000110042	
GMIP	1	ENSG00000089639	
DUS2	1	ENSG00000167264	
PYROXD2	1	ENSG00000119943	
CEP72	1	ENSG00000112877	
YBEY	1	ENSG00000182362	
MTND5P2	1	ENSG00000229622	
KDM4C	1	ENSG00000107077	
MBLAC2	1	ENSG00000176055	
BTAF1	1	ENSG00000095564	
SLC44A3-AS1	1	ENSG00000224081	
POLR3K	1	ENSG00000161980	
BAZ1B	1	ENSG00000009954	
NUP88	1	ENSG00000108559	
HOXB7	1	ENSG00000260027	
KIF21A	1	ENSG00000139116	
LCLAT1	1	ENSG00000172954	
TCP11L1	1	ENSG00000176148	
HMMR	1	ENSG00000072571	
LRATD1	1	ENSG00000162981	
HDAC1	1	ENSG00000116478	
DST	1	ENSG00000151914	
DCAF5	1	ENSG00000139990	
ZNF512	1	ENSG00000243943	
TTC7A	1	ENSG00000068724	
PKP4	1	ENSG00000144283	
RECQL5	1	ENSG00000108469	
KDM6A	1	ENSG00000147050	
SHCBP1	1	ENSG00000171241	
TBP	1	ENSG00000112592	
PPP4R2	1	ENSG00000163605	
TRABD2A	1	ENSG00000186854	
BCL2L12	1	ENSG00000126453	
SNX7	1	ENSG00000162627	
SH2D4A	1	ENSG00000104611	
MPHOSPH6	1	ENSG00000135698	
ABI1	1	ENSG00000136754	
TNFRSF13C	1	ENSG00000159958	
CYP2C9	1	ENSG00000138109	
RNF114	1	ENSG00000124226	
CGAS	1	ENSG00000164430	
SLC25A51	1	ENSG00000122696	
TRMT61B	1	ENSG00000171103	
ERP44	1	ENSG00000023318	
DESI2	1	ENSG00000121644	
PTPRA	1	ENSG00000132670	
SRPRA	1	ENSG00000182934	
VPS33A	1	ENSG00000139719	
DCUN1D5	1	ENSG00000137692	
MRPL27	1	ENSG00000108826	
CCDC82	1	ENSG00000149231	
GABRG2	1	ENSG00000113327	
CREBZF	1	ENSG00000137504	
XPNPEP1	1	ENSG00000108039	
MMP2	1	ENSG00000087245	
SETD7	1	ENSG00000145391	
GPBP1L1	1	ENSG00000159592	
ZNF609	1	ENSG00000180357	
LRRC59	1	ENSG00000108829	
CLUAP1	1	ENSG00000103351	
COQ4	1	ENSG00000167113	
UBE2G1	1	ENSG00000132388	
ESR1	1	ENSG00000091831	
MTHFD1L	1	ENSG00000120254	
GEMIN6	1	ENSG00000152147	
PCBP1	1	ENSG00000169564	
COX10	1	ENSG00000006695	
RPS3AP6	1	ENSG00000234797	
FAM27B	1	ENSG00000278763	
ZFPL1	1	ENSG00000162300	
SUGP1	1	ENSG00000105705	
SORBS3	1	ENSG00000120896	
RASA3	1	ENSG00000185989	
AGAP14P	1	ENSG00000279058	
NCOR1P1	1	ENSG00000240108	
GPX1	1	ENSG00000233276	
ING1	1	ENSG00000153487	
CCNB2	1	ENSG00000157456	
ZMYM3	1	ENSG00000147130	
COL17A1	1	ENSG00000065618	
COA3	1	ENSG00000183978	
SNX11	1	ENSG00000002919	
GSK3A	1	ENSG00000105723	
MAN1B1	1	ENSG00000177239	
SRSF7	1	ENSG00000115875	
RPAIN	1	ENSG00000129197	
EMC2	1	ENSG00000104412	
LDHAP4	1	ENSG00000214110	
COPS3	1	ENSG00000141030	
HTATIP2	1	ENSG00000109854	
EPHB6	1	ENSG00000106123	
NXN	1	ENSG00000167693	
SPOCK3	1	ENSG00000196104	
ZNF271P	1	ENSG00000257267	
WDR7	1	ENSG00000091157	
MTAP	1	ENSG00000099810	
TVP23B	1	ENSG00000171928	
TOP2B	1	ENSG00000077097	
RPS6KB1	1	ENSG00000108443	
RUNX1	1	ENSG00000159216	
CDCA7L	1	ENSG00000164649	
TOGARAM1	1	ENSG00000198718	
ATP6V0A2	1	ENSG00000185344	
USP1	1	ENSG00000162607	
TPX2	1	ENSG00000088325	
DDX5	1	ENSG00000108654	
TPMT	1	ENSG00000137364	
F11R	1	ENSG00000158769	
VAV2	1	ENSG00000160293	
SLFN12	1	ENSG00000172123	
PCYOX1	1	ENSG00000116005	
SLC11A2	1	ENSG00000110911	
NUMB	1	ENSG00000133961	
GPR176	1	ENSG00000166073	
RPS6KA5	1	ENSG00000100784	
SH3PXD2A	1	ENSG00000107957	
MDH1	1	ENSG00000014641	
PPL	1	ENSG00000118898	
TMCO4	1	ENSG00000162542	
JAK3	1	ENSG00000105639	
DAZAP2	1	ENSG00000183283	
MLKL	1	ENSG00000168404	
CEP44	1	ENSG00000164118	
RANGRF	1	ENSG00000108961	
MAN2C1	1	ENSG00000140400	
RIOX1	1	ENSG00000170468	
AKAP12	1	ENSG00000131016	
MSH2	1	ENSG00000095002	
TSC1	1	ENSG00000165699	
MBOAT1	1	ENSG00000172197	
KLHL8	1	ENSG00000145332	
HCFC1	1	ENSG00000172534	
IL16	1	ENSG00000172349	
DUSP4	1	ENSG00000120875	
HYDIN2	1	ENSG00000276975	
FAM86JP	1	ENSG00000171084	
AHSG	1	ENSG00000145192	
HASPIN	1	ENSG00000177602	
LSM3P2	1	ENSG00000257847	
ADGRF4	1	ENSG00000153294	
CCDC71	1	ENSG00000177352	
ARMC10	1	ENSG00000170632	
FUT11	1	ENSG00000196968	
SIX4	1	ENSG00000100625	
MPZL2	1	ENSG00000149573	
DCTN3	1	ENSG00000137100	
ASXL2	1	ENSG00000143970	
UFL1	1	ENSG00000014123	
TLN1	1	ENSG00000137076	
NAPRT	1	ENSG00000147813	
TRIM45	1	ENSG00000134253	
RHBG	1	ENSG00000132677	
NBPF25P	1	ENSG00000272150	
ZNF84	1	ENSG00000198040	
GAL3ST4	1	ENSG00000197093	
ESPL1	1	ENSG00000135476	
ABLIM3	1	ENSG00000173210	
SIPA1	1	ENSG00000213445	
TNFRSF11A	1	ENSG00000141655	
GAA	1	ENSG00000171298	
MSL3P1	1	ENSG00000293137	
RASA4	1	ENSG00000105808	
VAMP2	1	ENSG00000220205	
PTGS2	1	ENSG00000073756	
EFCAB10	1	ENSG00000185055	
ALKBH8	1	ENSG00000137760	
NCAPD3	1	ENSG00000151503	
FANCF	1	ENSG00000183161	
HS6ST1	1	ENSG00000136720	
ATP1B2	1	ENSG00000129244	
STAG3L2	1	ENSG00000277072	
NHLRC1	1	ENSG00000187566	
POLRMT	1	ENSG00000099821	
CNTROB	1	ENSG00000170037	
C12orf71BP	1	ENSG00000256056	
AMZ2P1	1	ENSG00000214174	
SAT2	1	ENSG00000141504	
PARD3B	1	ENSG00000116117	
ATG9A	1	ENSG00000198925	
BAG6	1	ENSG00000204463	
HIRIP3	1	ENSG00000149929	
PPA1	1	ENSG00000180817	
MAD2L2	1	ENSG00000116670	
AEBP2	1	ENSG00000139154	
MRPL22	1	ENSG00000082515	
GNPTAB	1	ENSG00000111670	
MRPL16	1	ENSG00000166902	
TWNK	1	ENSG00000107815	
ST7L	1	ENSG00000007341	
CDH13	1	ENSG00000140945	
PTPN4	1	ENSG00000088179	
MPZL3	1	ENSG00000160588	
PLPP3	1	ENSG00000162407	
SRGAP2B	1	ENSG00000196369	
RHBDD1	1	ENSG00000144468	
TFDP1	1	ENSG00000198176	
C11orf58	1	ENSG00000110696	
INIP	1	ENSG00000148153	
EXD2	1	ENSG00000081177	
EID1	1	ENSG00000255302	
ADSL	1	ENSG00000239900	
CERK	1	ENSG00000100422	
AGAP6	1	ENSG00000204149	
ISY1	1	ENSG00000240682	
ZCCHC17	1	ENSG00000121766	
TFG	1	ENSG00000114354	
PNKD	1	ENSG00000127838	
ACTR3C	1	ENSG00000106526	
XRCC2	1	ENSG00000196584	
EYA3	1	ENSG00000158161	
SNRNP200	1	ENSG00000144028	
UBXN2B	1	ENSG00000215114	
FAIM	1	ENSG00000158234	
C12orf4	1	ENSG00000047621	
RAB13	1	ENSG00000143545	
PRR11	1	ENSG00000068489	
WWC1	1	ENSG00000113645	
ATP2C1	1	ENSG00000017260	
ANKRD28	1	ENSG00000206560	
RRP36	1	ENSG00000124541	
CENPE	1	ENSG00000138778	
CARHSP1	1	ENSG00000153048	
ATP5MJ	1	ENSG00000156411	
OSBPL9	1	ENSG00000117859	
ASF1A	1	ENSG00000111875	
ZFP36L2	1	ENSG00000152518	
BPNT2	1	ENSG00000104331	
EIF3A	1	ENSG00000107581	
RPRD1A	1	ENSG00000141425	
SNX19P4	1	ENSG00000276531	
MTCH2	1	ENSG00000109919	
NEK6	1	ENSG00000119408	
GFPT2	1	ENSG00000131459	
ULK4	1	ENSG00000168038	
ZNF587B	1	ENSG00000269343	
AGAP7P	1	ENSG00000264204	
USP30	1	ENSG00000135093	
MED31	1	ENSG00000108590	
TRAPPC1	1	ENSG00000170043	
TLK1	1	ENSG00000198586	
JPT1	1	ENSG00000189159	
PHF20	1	ENSG00000025293	
BRWD1	1	ENSG00000185658	
HOXD10	1	ENSG00000128710	
MAP3K9	1	ENSG00000006432	
TBC1D13	1	ENSG00000107021	
ITPK1	1	ENSG00000100605	
SHPK	1	ENSG00000197417	
MGST3	1	ENSG00000143198	
FRS2	1	ENSG00000166225	
ADGRG1	1	ENSG00000205336	
E2F6	1	ENSG00000169016	
CYP2U1	1	ENSG00000155016	
PSMD11	1	ENSG00000108671	
WBP2	1	ENSG00000132471	
ETAA1	1	ENSG00000143971	
MRPL11	1	ENSG00000174547	
ATXN2L	1	ENSG00000168488	
PPP6C	1	ENSG00000119414	
KLF7	1	ENSG00000118263	
C2orf69	1	ENSG00000178074	
PEG10	1	ENSG00000242265	
CHMP4C	1	ENSG00000164695	
RSL1D1	1	ENSG00000171490	
ATMIN	1	ENSG00000166454	
ARGLU1	1	ENSG00000134884	
CCDC50	1	ENSG00000152492	
SLBP	1	ENSG00000163950	
LUC7L3	1	ENSG00000108848	
DIPK2A	1	ENSG00000181744	
NEMF	1	ENSG00000165525	
ATXN7L3B	1	ENSG00000253719	
TES	1	ENSG00000135269	
PNO1	1	ENSG00000115946	
FUT2	1	ENSG00000176920	
MARS1	1	ENSG00000166986	
TANK	1	ENSG00000136560	
MYO18A	1	ENSG00000196535	
SNRNP35	1	ENSG00000184209	
UBE2K	1	ENSG00000078140	
ARFGEF3	1	ENSG00000112379	
IFNGR2	1	ENSG00000159128	
ZMYM5	1	ENSG00000132950	
USP10	1	ENSG00000103194	
AKR1B10	1	ENSG00000198074	
MBIP	1	ENSG00000151332	
CEP120	1	ENSG00000168944	
TMEM123	1	ENSG00000152558	
IFNGR1	1	ENSG00000027697	
NFATC3	1	ENSG00000072736	
FAM89A	1	ENSG00000182118	
SRSF4	1	ENSG00000116350	
SAPCD2	1	ENSG00000186193	
MCM6	1	ENSG00000076003	
CTNNB1	1	ENSG00000168036	
GON4L	1	ENSG00000116580	
ANAPC7	1	ENSG00000196510	
PSAT1	1	ENSG00000135069	
TAF9	1	ENSG00000273841	
SLC44A1	1	ENSG00000070214	
CDC42BPA	1	ENSG00000143776	
IMMP1L	1	ENSG00000148950	
POLR2D	1	ENSG00000144231	
CCNA2	1	ENSG00000145386	
PNISR	1	ENSG00000132424	
CEP95	1	ENSG00000258890	
WDR44	1	ENSG00000131725	
CHAF1A	1	ENSG00000167670	
SF3B6	1	ENSG00000115128	
ETV5	1	ENSG00000244405	
TIAL1	1	ENSG00000151923	
INAFM2	1	ENSG00000259330	
UBR1	1	ENSG00000159459	
REST	1	ENSG00000084093	
UBE2W	1	ENSG00000104343	
COPS9	1	ENSG00000172428	
LZIC	1	ENSG00000162441	
PPCDC	1	ENSG00000138621	
PA2G4P4	1	ENSG00000230457	
SDE2	1	ENSG00000143751	
DDI2	1	ENSG00000197312	
GPATCH1	1	ENSG00000076650	
ZFYVE16	1	ENSG00000039319	
NHSL1	1	ENSG00000135540	
LRCH1	1	ENSG00000136141	
DNAAF2	1	ENSG00000165506	
ACP2	1	ENSG00000134575	
SLC5A6	1	ENSG00000138074	
RIPK2	1	ENSG00000104312	
ZNF696	1	ENSG00000185730	
NUFIP1	1	ENSG00000083635	
FNIP2	1	ENSG00000052795	
GMPPB	1	ENSG00000173540	
GPD2	1	ENSG00000115159	
LRRC41	1	ENSG00000132128	
RBM7	1	ENSG00000076053	
ARHGEF39	1	ENSG00000137135	
HSD17B6	1	ENSG00000025423	
NDUFB11	1	ENSG00000147123	
KIFAP3	1	ENSG00000075945	
MRPS9	1	ENSG00000135972	
ALDH5A1	1	ENSG00000112294	
PHYH	1	ENSG00000107537	
UQCC3	1	ENSG00000204922	
BTN3A2	1	ENSG00000186470	
CSTF2T	1	ENSG00000177613	
RABGAP1	1	ENSG00000011454	
MYLK	1	ENSG00000065534	
ACAD11	1	ENSG00000240303	
FKTN	1	ENSG00000106692	
TDRD3	1	ENSG00000083544	
LAMB1	1	ENSG00000091136	
DCTN1	1	ENSG00000204843	
SRR	1	ENSG00000167720	
DNAAF3	1	ENSG00000167646	
FSIP1	1	ENSG00000150667	
ARTN	1	ENSG00000117407	
NDRG4	1	ENSG00000103034	
MECR	1	ENSG00000116353	
NAGLU	1	ENSG00000108784	
LACC1	1	ENSG00000179630	
RPS18P9	1	ENSG00000220848	
EFNA4	1	ENSG00000243364	
LRRC8E	1	ENSG00000171017	
LYSMD2	1	ENSG00000140280	
KIF27	1	ENSG00000165115	
NDUFAF7	1	ENSG00000003509	
OTOP2	1	ENSG00000183034	
SLC25A43	1	ENSG00000077713	
FZD4	1	ENSG00000174804	
BET1L	1	ENSG00000177951	
DNAJB6P3	1	ENSG00000231802	
HRAS	1	ENSG00000174775	
TDO2	1	ENSG00000151790	
PORCN	1	ENSG00000102312	
TIGD6	1	ENSG00000164296	
DSCC1	1	ENSG00000136982	
NSF	1	ENSG00000073969	
PLCG1	1	ENSG00000124181	
CMTM4	1	ENSG00000183723	
ALG14	1	ENSG00000172339	
TSEN2	1	ENSG00000154743	
BNIP1	1	ENSG00000113734	
PRTFDC1	1	ENSG00000099256	
SFR1	1	ENSG00000156384	
WASF2	1	ENSG00000158195	
ACLY	1	ENSG00000131473	
SP140L	1	ENSG00000185404	
FOXK2	1	ENSG00000141568	
PSME4	1	ENSG00000068878	
TBC1D32	1	ENSG00000146350	
THAP12	1	ENSG00000137492	
ITM2C	1	ENSG00000135916	
BUB3	1	ENSG00000154473	
CCDC171	1	ENSG00000164989	
C12orf56	1	ENSG00000185306	
EIF2D	1	ENSG00000143486	
MTERF4	1	ENSG00000122085	
MNAT1	1	ENSG00000020426	
SLC43A3	1	ENSG00000134802	
SRP72	1	ENSG00000174780	
FTSJ3	1	ENSG00000108592	
LACTB	1	ENSG00000103642	
ZNF22	1	ENSG00000165512	
VOPP1	1	ENSG00000154978	
NTPCR	1	ENSG00000135778	
MRC2	1	ENSG00000011028	
TGFBR1	1	ENSG00000106799	
GOPC	1	ENSG00000047932	
ATR	1	ENSG00000175054	
RNASEH1	1	ENSG00000171865	
ELK4	1	ENSG00000158711	
SPATS2	1	ENSG00000123352	
LUC7L	1	ENSG00000007392	
NAT10	1	ENSG00000135372	
PDLIM1	1	ENSG00000107438	
AK4	1	ENSG00000162433	
SHPRH	1	ENSG00000146414	
PTPN3	1	ENSG00000070159	
FAM83F	1	ENSG00000133477	
MAT2A	1	ENSG00000168906	
PCMTD1	1	ENSG00000168300	
RAB34	1	ENSG00000109113	
KIAA1217	1	ENSG00000120549	
HNRNPAB	1	ENSG00000197451	
H3-3B	1	ENSG00000132475	
GBE1	1	ENSG00000114480	
RNF181	1	ENSG00000168894	
PSMD9	1	ENSG00000110801	
HILPDA	1	ENSG00000135245	
AKAP6	1	ENSG00000151320	
UPP1	1	ENSG00000183696	
PRKAR2A	1	ENSG00000114302	
SCAF8	1	ENSG00000213079	
SNX29	1	ENSG00000048471	
TAF2	1	ENSG00000064313	
MARCKSL1	1	ENSG00000175130	
GNG12	1	ENSG00000172380	
POP4	1	ENSG00000105171	
TBK1	1	ENSG00000183735	
FAM76A	1	ENSG00000009780	
MAPK8IP1	1	ENSG00000121653	
DUS1L	1	ENSG00000169718	
TRPS1	1	ENSG00000104447	
LSMEM2	1	ENSG00000179564	
NACC2	1	ENSG00000148411	
KIF13B	1	ENSG00000197892	
BMPR1B	1	ENSG00000138696	
ZNF830	1	ENSG00000198783	
SLCO1B3	1	ENSG00000111700	
BBX	1	ENSG00000114439	
CNTRL	1	ENSG00000119397	
VPS45	1	ENSG00000136631	
SAP30L	1	ENSG00000164576	
ADPRS	1	ENSG00000116863	
PECR	1	ENSG00000115425	
LAPTM4A	1	ENSG00000068697	
